ukprn,he_provider,year,country,students
10032288,West Dean College,2020/2021,total_north_america,5
10006566,The University of West London,2020/2021,total_north_america,100
10007165,The University of Westminster,2020/2021,total_north_america,245
10003614,The University of Winchester,2020/2021,total_north_america,40
10007166,The University of Wolverhampton,2020/2021,total_north_america,35
10007139,University of Worcester,2020/2021,total_north_america,20
10007833,Wrexham University,2020/2021,total_north_america,10
10007657,Writtle University College,2020/2021,total_north_america,0
10007713,York St John University,2020/2021,total_north_america,135
10007167,The University of York,2020/2021,total_north_america,300
,Total,2020/2021,total_north_america,0
10008071,AA School of Architecture,2020/2021,total,870
10007783,The University of Aberdeen,2020/2021,total,0
10007849,Abertay University,2020/2021,total,645
10007856,Aberystwyth University,2020/2021,total,0
10067853,ACM Guildford Limited,2020/2021,total,65
10000248,Academy of Live and Recorded Arts,2020/2021,total,10
10000163,AECC University College,2020/2021,total,285
10032036,Amity Global Education,2020/2021,total,0
10000291,Anglia Ruskin University,2020/2021,total,0
10005451,Arden University,2020/2021,total,25
10000381,Arts Educational Schools,2020/2021,total,50
10008899,The Ashridge (Bonar Law Memorial) Trust,2020/2021,total,75
10003212,Hult International Business School Ltd,2020/2021,total,0
10007759,Aston University,2020/2021,total,0
10007857,Bangor University,2020/2021,total,0
10000571,Bath Spa University,2020/2021,total,625
10007850,The University of Bath,2020/2021,total,0
10007152,University of Bedfordshire,2020/2021,total,0
10005343,Queen's University Belfast,2020/2021,total,0
10037544,BIMM University,2020/2021,total,960
10007760,Birkbeck College,2020/2021,total,0
10007140,Birmingham City University,2020/2021,total,0
10006840,The University of Birmingham,2020/2021,total,0
10000712,University College Birmingham,2020/2021,total,0
10007832,Birmingham Newman University,2020/2021,total,20
10000894,Bristol Baptist College,2020/2021,total,5
10007811,Bishop Grosseteste University,2020/2021,total,35
10004061,Bloomsbury Institute,2020/2021,total,15
10006841,The University of Bolton,2020/2021,total,0
10000385,The Arts University Bournemouth,2020/2021,total,575
10000824,Bournemouth University,2020/2021,total,0
10031982,BPP University,2020/2021,total,0
10007785,The University of Bradford,2020/2021,total,0
10000886,The University of Brighton,2020/2021,total,0
10000936,The University College of Osteopathy,2020/2021,total,40
10007786,The University of Bristol,2020/2021,total,0
10023464,Trinity College Bristol,2020/2021,total,0
10000961,Brunel University London,2020/2021,total,0
10000975,Buckinghamshire New University,2020/2021,total,935
10007787,The University of Buckingham,2020/2021,total,0
10010308,Cambridge Arts and Sciences Limited,2020/2021,total,80
10007788,The University of Cambridge,2020/2021,total,0
10032072,The Cambridge Theological Federation,2020/2021,total,5
10003324,The Institute of Cancer Research,2020/2021,total,35
10001143,Canterbury Christ Church University,2020/2021,total,685
10007814,Cardiff University,2020/2021,total,0
10007854,Cardiff Metropolitan University,2020/2021,total,0
10057213,CEG UFP Limited,2020/2021,total,470
10007141,The University of Central Lancashire,2020/2021,total,0
10024024,Central Film School London,2020/2021,total,20
10007848,University of Chester,2020/2021,total,0
10007137,The University of Chichester,2020/2021,total,300
10001546,The College of Integrated Chinese Medicine,2020/2021,total,5
10001419,Christie's Education Limited,2020/2021,total,25
10001478,"City, University of London",2020/2021,total,0
10007912,Cliff College,2020/2021,total,5
10066502,The College of Health Ltd,2020/2021,total,30
10001653,Conservatoire for Dance and Drama,2020/2021,total,350
10081618,The Council of the Inns of Court,2020/2021,total,0
10007761,Courtauld Institute of Art,2020/2021,total,230
10034324,Court Theatre Training Company Ltd,2020/2021,total,5
10001726,Coventry University,2020/2021,total,0
10007822,Cranfield University,2020/2021,total,0
10006427,University for the Creative Arts,2020/2021,total,0
10007842,University of Cumbria,2020/2021,total,275
10026767,Dartington Hall Trust (The),2020/2021,total,60
10001883,De Montfort University,2020/2021,total,0
10007851,University of Derby,2020/2021,total,0
10007852,The University of Dundee,2020/2021,total,0
10007143,University of Durham,2020/2021,total,0
10007789,The University of East Anglia,2020/2021,total,0
10007144,The University of East London,2020/2021,total,0
10032282,The Queen's Foundation for Ecumenical Theological Education,2020/2021,total,5
10007823,Edge Hill University,2020/2021,total,425
10007772,Edinburgh Napier University,2020/2021,total,0
10007790,The University of Edinburgh,2020/2021,total,0
10042570,Escape Studios,2020/2021,total,65
10007791,The University of Essex,2020/2021,total,0
10008173,University College of Estate Management,2020/2021,total,0
10002313,ESCP Europe Business School,2020/2021,total,525
10007792,The University of Exeter,2020/2021,total,0
10008640,Falmouth University,2020/2021,total,540
10045476,Met Film School Limited,2020/2021,total,235
10004511,The National Film and Television School,2020/2021,total,125
10038763,ForMission Ltd,2020/2021,total,0
10022087,Futureworks,2020/2021,total,20
10007762,Glasgow Caledonian University,2020/2021,total,0
10002681,Glasgow School of Art,2020/2021,total,830
10007794,The University of Glasgow,2020/2021,total,0
10007145,University of Gloucestershire,2020/2021,total,580
10002718,Goldsmiths College,2020/2021,total,0
10007146,The University of Greenwich,2020/2021,total,0
10007825,Guildhall School of Music and Drama,2020/2021,total,325
10040812,Harper Adams University,2020/2021,total,265
10080811,Hartpury University,2020/2021,total,170
10007764,Heriot-Watt University,2020/2021,total,0
10007147,University of Hertfordshire,2020/2021,total,0
10007148,The University of Huddersfield,2020/2021,total,0
10007149,The University of Hull,2020/2021,total,0
10003270,"Imperial College of Science, Technology and Medicine",2020/2021,total,0
10013220,Institute of Art - London Limited,2020/2021,total,305
10067388,The Institute of Ismaili Studies,2020/2021,total,75
10035638,Institute of Contemporary Music Performance,2020/2021,total,325
10082728,INTO University Partnerships Limited,2020/2021,total,55
10029682,The Islamic College,2020/2021,total,0
10082570,Kaplan International Colleges U.K. Limited,2020/2021,total,530
10021682,Kaplan Open Learning (Essex) Limited,2020/2021,total,0
10007767,Keele University,2020/2021,total,805
10007150,The University of Kent,2020/2021,total,0
10003645,King's College London,2020/2021,total,0
10008325,KLC School of Design,2020/2021,total,10
10003678,Kingston University,2020/2021,total,0
10003758,LAMDA Limited,2020/2021,total,125
10007768,The University of Lancaster,2020/2021,total,0
10066551,LCCM AU UK Limited,2020/2021,total,5
10003854,Leeds Arts University,2020/2021,total,210
10003861,Leeds Beckett University,2020/2021,total,0
10003798,Le Cordon Bleu Limited,2020/2021,total,170
10034449,Leeds Conservatoire,2020/2021,total,150
10007795,The University of Leeds,2020/2021,total,0
10003863,Leeds Trinity University,2020/2021,total,90
10007796,The University of Leicester,2020/2021,total,0
10007151,The University of Lincoln,2020/2021,total,0
10003956,Liverpool Hope University,2020/2021,total,275
10003957,Liverpool John Moores University,2020/2021,total,0
10003945,The Liverpool Institute for Performing Arts,2020/2021,total,190
10006842,The University of Liverpool,2020/2021,total,0
10003958,Liverpool School of Tropical Medicine,2020/2021,total,50
10007162,"University of the Arts, London",2020/2021,total,0
10007769,London Business School,2020/2021,total,0
10007797,University of London (Institutes and activities),2020/2021,total,0
10039082,City and Guilds of London Art School,2020/2021,total,40
10004036,London Film School Limited,2020/2021,total,275
10015506,The London College,2020/2021,total,15
10004048,London Metropolitan University,2020/2021,total,0
10004078,London South Bank University,2020/2021,total,0
10004063,London School of Economics and Political Science,2020/2021,total,0
10007771,London School of Hygiene and Tropical Medicine,2020/2021,total,530
10004075,London School of Theology,2020/2021,total,35
10004079,London Studio Centre,2020/2021,total,55
10062810,The London School of Architecture,2020/2021,total,10
10008289,The London Institute of Banking & Finance,2020/2021,total,15
10004035,The Film Education Training Trust Limited,2020/2021,total,105
10004113,Loughborough University,2020/2021,total,0
10009612,Luther King House Educational Trust,2020/2021,total,5
10004180,The Manchester Metropolitan University,2020/2021,total,0
10007798,The University of Manchester,2020/2021,total,0
10009527,Istituto Marangoni Limited,2020/2021,total,900
10023452,The Markfield Institute of Higher Education,2020/2021,total,5
10020416,Missio Dei,2020/2021,total,5
10030776,St Mellitus College,2020/2021,total,5
10004320,The Metanoia Institute,2020/2021,total,15
10004351,Middlesex University,2020/2021,total,0
10004450,Mountview Academy of Theatre Arts,2020/2021,total,60
10023454,Moorlands College,2020/2021,total,20
10000216,All Nations Christian College,2020/2021,total,25
10004538,Nazarene Theological College,2020/2021,total,10
10023456,Newbold College,2020/2021,total,50
10007799,Newcastle University,2020/2021,total,0
10048199,Northeastern University London,2020/2021,total,140
10008397,Norland College,2020/2021,total,15
10007138,The University of Northampton,2020/2021,total,0
10001282,University of Northumbria at Newcastle,2020/2021,total,0
10004775,Norwich University of the Arts,2020/2021,total,170
10007154,University of Nottingham,2020/2021,total,0
10004797,The Nottingham Trent University,2020/2021,total,0
10007773,The Open University,2020/2021,total,415
10023445,ICOM,2020/2021,total,0
10004930,Oxford Brookes University,2020/2021,total,0
10020439,Oxford Business College,2020/2021,total,15
10007774,The University of Oxford,2020/2021,total,0
10005127,Arts University Plymouth,2020/2021,total,40
10007801,University of Plymouth,2020/2021,total,0
10019178,Point Blank Music School,2020/2021,total,185
10007155,The University of Portsmouth,2020/2021,total,0
10083476,The Prince's Foundation,2020/2021,total,10
10005337,"Queen Margaret University, Edinburgh",2020/2021,total,0
10007775,Queen Mary University of London,2020/2021,total,0
10025197,University Centre Quayside Limited,2020/2021,total,0
10009292,Royal Academy of Dramatic Art,2020/2021,total,45
10005544,Royal Academy of Dance,2020/2021,total,20
10005389,Ravensbourne University London,2020/2021,total,375
