ukprn,he_provider,year,country,students
10007850,The University of Bath,2021/2022,slovakia,5
10007152,University of Bedfordshire,2021/2022,slovakia,5
10005343,Queen's University Belfast,2021/2022,slovakia,5
10037544,BIMM University,2021/2022,slovakia,5
10007760,Birkbeck College,2021/2022,slovakia,5
10007140,Birmingham City University,2021/2022,slovakia,5
10006840,The University of Birmingham,2021/2022,slovakia,30
10000712,University College Birmingham,2021/2022,slovakia,15
10031982,BPP University,2021/2022,slovakia,5
10000886,The University of Brighton,2021/2022,slovakia,5
10007786,The University of Bristol,2021/2022,slovakia,15
10000961,Brunel University London,2021/2022,slovakia,5
10000975,Buckinghamshire New University,2021/2022,slovakia,5
10007788,The University of Cambridge,2021/2022,slovakia,30
10001143,Canterbury Christ Church University,2021/2022,slovakia,20
10007814,Cardiff University,2021/2022,slovakia,5
10007141,The University of Central Lancashire,2021/2022,slovakia,10
10001726,Coventry University,2021/2022,slovakia,65
10006427,University for the Creative Arts,2021/2022,slovakia,5
10001883,De Montfort University,2021/2022,slovakia,30
10007851,University of Derby,2021/2022,slovakia,25
10007852,The University of Dundee,2021/2022,slovakia,15
10007143,University of Durham,2021/2022,slovakia,10
10007772,Edinburgh Napier University,2021/2022,slovakia,15
10007790,The University of Edinburgh,2021/2022,slovakia,100
10007791,The University of Essex,2021/2022,slovakia,35
10007792,The University of Exeter,2021/2022,slovakia,15
10008640,Falmouth University,2021/2022,slovakia,10
10007762,Glasgow Caledonian University,2021/2022,slovakia,10
10002681,Glasgow School of Art,2021/2022,slovakia,5
10007794,The University of Glasgow,2021/2022,slovakia,125
10002718,Goldsmiths College,2021/2022,slovakia,5
10007146,The University of Greenwich,2021/2022,slovakia,20
10007764,Heriot-Watt University,2021/2022,slovakia,10
10007147,University of Hertfordshire,2021/2022,slovakia,10
10003270,"Imperial College of Science, Technology and Medicine",2021/2022,slovakia,30
10007150,The University of Kent,2021/2022,slovakia,5
10003645,King's College London,2021/2022,slovakia,45
10003678,Kingston University,2021/2022,slovakia,5
10007768,The University of Lancaster,2021/2022,slovakia,10
10007795,The University of Leeds,2021/2022,slovakia,10
10006842,The University of Liverpool,2021/2022,slovakia,10
10007162,"University of the Arts, London",2021/2022,slovakia,45
10004078,London South Bank University,2021/2022,slovakia,15
10004063,London School of Economics and Political Science,2021/2022,slovakia,15
10004113,Loughborough University,2021/2022,slovakia,5
10004180,The Manchester Metropolitan University,2021/2022,slovakia,5
10007798,The University of Manchester,2021/2022,slovakia,50
10004351,Middlesex University,2021/2022,slovakia,55
10007799,Newcastle University,2021/2022,slovakia,15
10007138,The University of Northampton,2021/2022,slovakia,5
10001282,University of Northumbria at Newcastle,2021/2022,slovakia,15
10007154,University of Nottingham,2021/2022,slovakia,10
10004797,The Nottingham Trent University,2021/2022,slovakia,25
10004930,Oxford Brookes University,2021/2022,slovakia,5
10007774,The University of Oxford,2021/2022,slovakia,20
10007155,The University of Portsmouth,2021/2022,slovakia,15
10005337,"Queen Margaret University, Edinburgh",2021/2022,slovakia,10
10007775,Queen Mary University of London,2021/2022,slovakia,15
10007802,The University of Reading,2021/2022,slovakia,5
10005500,Robert Gordon University,2021/2022,slovakia,15
10007776,Roehampton University,2021/2022,slovakia,5
10005553,Royal Holloway and Bedford New College,2021/2022,slovakia,15
10007803,The University of St. Andrews,2021/2022,slovakia,15
10007780,SOAS University of London,2021/2022,slovakia,10
10007157,The University of Sheffield,2021/2022,slovakia,10
10006022,Solent University,2021/2022,slovakia,20
10007158,The University of Southampton,2021/2022,slovakia,15
10007804,The University of Stirling,2021/2022,slovakia,10
10007805,The University of Strathclyde,2021/2022,slovakia,10
10014001,University of Suffolk,2021/2022,slovakia,15
10007159,The University of Sunderland,2021/2022,slovakia,10
10007160,The University of Surrey,2021/2022,slovakia,10
10007806,The University of Sussex,2021/2022,slovakia,10
10007855,Swansea University,2021/2022,slovakia,15
10008017,Trinity Laban Conservatoire of Music and Dance,2021/2022,slovakia,5
10007114,University of the Highlands and Islands,2021/2022,slovakia,5
10007807,Ulster University,2021/2022,slovakia,5
10007784,University College London,2021/2022,slovakia,70
10007793,University of South Wales,2021/2022,slovakia,5
10007163,The University of Warwick,2021/2022,slovakia,25
10007164,"University of the West of England, Bristol",2021/2022,slovakia,5
10007800,The University of the West of Scotland,2021/2022,slovakia,10
10006566,The University of West London,2021/2022,slovakia,10
10007165,The University of Westminster,2021/2022,slovakia,30
10007139,University of Worcester,2021/2022,slovakia,10
10007167,The University of York,2021/2022,slovakia,5
10007783,The University of Aberdeen,2021/2022,slovenia,15
10007849,Abertay University,2021/2022,slovenia,5
10003212,Hult International Business School Ltd,2021/2022,slovenia,5
10007850,The University of Bath,2021/2022,slovenia,5
10007788,The University of Cambridge,2021/2022,slovenia,15
10001726,Coventry University,2021/2022,slovenia,5
10007143,University of Durham,2021/2022,slovenia,5
10007790,The University of Edinburgh,2021/2022,slovenia,30
10007791,The University of Essex,2021/2022,slovenia,5
10007794,The University of Glasgow,2021/2022,slovenia,10
10003270,"Imperial College of Science, Technology and Medicine",2021/2022,slovenia,10
10003645,King's College London,2021/2022,slovenia,15
10007768,The University of Lancaster,2021/2022,slovenia,5
10007795,The University of Leeds,2021/2022,slovenia,5
10007796,The University of Leicester,2021/2022,slovenia,5
10007162,"University of the Arts, London",2021/2022,slovenia,5
10004351,Middlesex University,2021/2022,slovenia,5
10007154,University of Nottingham,2021/2022,slovenia,5
10004797,The Nottingham Trent University,2021/2022,slovenia,5
10007774,The University of Oxford,2021/2022,slovenia,15
10007775,Queen Mary University of London,2021/2022,slovenia,5
10007778,Royal College of Music,2021/2022,slovenia,5
10007803,The University of St. Andrews,2021/2022,slovenia,10
10007805,The University of Strathclyde,2021/2022,slovenia,5
10007806,The University of Sussex,2021/2022,slovenia,5
10007784,University College London,2021/2022,slovenia,15
10007163,The University of Warwick,2021/2022,slovenia,5
,Total,2021/2022,slovenia,310
,Total,2021/2022,åland_islands,5
10008071,AA School of Architecture,2021/2022,spain,10
10007783,The University of Aberdeen,2021/2022,spain,125
10007849,Abertay University,2021/2022,spain,40
10007856,Aberystwyth University,2021/2022,spain,40
10067853,ACM Guildford Limited,2021/2022,spain,5
10000163,AECC University College,2021/2022,spain,5
10000291,Anglia Ruskin University,2021/2022,spain,195
10003212,Hult International Business School Ltd,2021/2022,spain,65
10007759,Aston University,2021/2022,spain,25
10007857,Bangor University,2021/2022,spain,30
10000571,Bath Spa University,2021/2022,spain,25
10007850,The University of Bath,2021/2022,spain,300
10007152,University of Bedfordshire,2021/2022,spain,15
10005343,Queen's University Belfast,2021/2022,spain,15
10037544,BIMM University,2021/2022,spain,35
10007760,Birkbeck College,2021/2022,spain,60
10007140,Birmingham City University,2021/2022,spain,30
10006840,The University of Birmingham,2021/2022,spain,80
10000712,University College Birmingham,2021/2022,spain,35
10006841,The University of Bolton,2021/2022,spain,5
10000385,The Arts University Bournemouth,2021/2022,spain,20
10000824,Bournemouth University,2021/2022,spain,45
10031982,BPP University,2021/2022,spain,10
10007785,The University of Bradford,2021/2022,spain,15
10000886,The University of Brighton,2021/2022,spain,70
10007786,The University of Bristol,2021/2022,spain,140
10000961,Brunel University London,2021/2022,spain,60
10000975,Buckinghamshire New University,2021/2022,spain,10
10007787,The University of Buckingham,2021/2022,spain,10
10007788,The University of Cambridge,2021/2022,spain,140
10001143,Canterbury Christ Church University,2021/2022,spain,35
10007814,Cardiff University,2021/2022,spain,55
10007854,Cardiff Metropolitan University,2021/2022,spain,20
10007141,The University of Central Lancashire,2021/2022,spain,30
10024024,Central Film School London,2021/2022,spain,5
10007848,University of Chester,2021/2022,spain,15
10007137,The University of Chichester,2021/2022,spain,20
10001478,"City, University of London",2021/2022,spain,90
10001653,Conservatoire for Dance and Drama,2021/2022,spain,15
10007761,Courtauld Institute of Art,2021/2022,spain,5
10001726,Coventry University,2021/2022,spain,95
10007822,Cranfield University,2021/2022,spain,100
10006427,University for the Creative Arts,2021/2022,spain,35
10001883,De Montfort University,2021/2022,spain,55
10007851,University of Derby,2021/2022,spain,55
10007852,The University of Dundee,2021/2022,spain,80
10007143,University of Durham,2021/2022,spain,70
10007789,The University of East Anglia,2021/2022,spain,90
10007144,The University of East London,2021/2022,spain,25
10007823,Edge Hill University,2021/2022,spain,5
10007772,Edinburgh Napier University,2021/2022,spain,90
10007790,The University of Edinburgh,2021/2022,spain,405
10042570,Escape Studios,2021/2022,spain,5
10007791,The University of Essex,2021/2022,spain,100
10002313,ESCP Europe Business School,2021/2022,spain,5
10007792,The University of Exeter,2021/2022,spain,175
10008640,Falmouth University,2021/2022,spain,15
10045476,Met Film School Limited,2021/2022,spain,15
10004511,The National Film and Television School,2021/2022,spain,5
10007762,Glasgow Caledonian University,2021/2022,spain,40
10002681,Glasgow School of Art,2021/2022,spain,5
10007794,The University of Glasgow,2021/2022,spain,275
10007145,University of Gloucestershire,2021/2022,spain,5
10002718,Goldsmiths College,2021/2022,spain,40
10007146,The University of Greenwich,2021/2022,spain,225
10007825,Guildhall School of Music and Drama,2021/2022,spain,20
10040812,Harper Adams University,2021/2022,spain,5
10080811,Hartpury University,2021/2022,spain,10
10007764,Heriot-Watt University,2021/2022,spain,95
10007147,University of Hertfordshire,2021/2022,spain,70
10007148,The University of Huddersfield,2021/2022,spain,10
10007149,The University of Hull,2021/2022,spain,25
10003270,"Imperial College of Science, Technology and Medicine",2021/2022,spain,345
10035638,Institute of Contemporary Music Performance,2021/2022,spain,20
10007767,Keele University,2021/2022,spain,20
10007150,The University of Kent,2021/2022,spain,95
10003645,King's College London,2021/2022,spain,355
10003678,Kingston University,2021/2022,spain,35
10007768,The University of Lancaster,2021/2022,spain,260
10003854,Leeds Arts University,2021/2022,spain,5
10003861,Leeds Beckett University,2021/2022,spain,25
10034449,Leeds Conservatoire,2021/2022,spain,5
10007795,The University of Leeds,2021/2022,spain,100
10003863,Leeds Trinity University,2021/2022,spain,5
10007796,The University of Leicester,2021/2022,spain,25
10007151,The University of Lincoln,2021/2022,spain,10
10003956,Liverpool Hope University,2021/2022,spain,10
10003957,Liverpool John Moores University,2021/2022,spain,25
10003945,The Liverpool Institute for Performing Arts,2021/2022,spain,10
10006842,The University of Liverpool,2021/2022,spain,85
10007162,"University of the Arts, London",2021/2022,spain,245
10007769,London Business School,2021/2022,spain,55
10007797,University of London (Institutes and activities),2021/2022,spain,5
10004036,London Film School Limited,2021/2022,spain,5
10004048,London Metropolitan University,2021/2022,spain,45
10004078,London South Bank University,2021/2022,spain,35
10004063,London School of Economics and Political Science,2021/2022,spain,125
10007771,London School of Hygiene and Tropical Medicine,2021/2022,spain,5
10004035,The Film Education Training Trust Limited,2021/2022,spain,5
10004113,Loughborough University,2021/2022,spain,90
10004180,The Manchester Metropolitan University,2021/2022,spain,55
10007798,The University of Manchester,2021/2022,spain,310
10009527,Istituto Marangoni Limited,2021/2022,spain,70
10004351,Middlesex University,2021/2022,spain,85
10007799,Newcastle University,2021/2022,spain,55
10048199,Northeastern University London,2021/2022,spain,10
10007138,The University of Northampton,2021/2022,spain,20
10001282,University of Northumbria at Newcastle,2021/2022,spain,45
10004775,Norwich University of the Arts,2021/2022,spain,5
10007154,University of Nottingham,2021/2022,spain,95
10004797,The Nottingham Trent University,2021/2022,spain,120
10007773,The Open University,2021/2022,spain,25
10004930,Oxford Brookes University,2021/2022,spain,120
10007774,The University of Oxford,2021/2022,spain,115
10007801,University of Plymouth,2021/2022,spain,55
10019178,Point Blank Music School,2021/2022,spain,10
10007155,The University of Portsmouth,2021/2022,spain,75
10005337,"Queen Margaret University, Edinburgh",2021/2022,spain,40
10007775,Queen Mary University of London,2021/2022,spain,155
10005389,Ravensbourne University London,2021/2022,spain,5
10005470,"Richmond, The American International University in London",2021/2022,spain,20
10007802,The University of Reading,2021/2022,spain,40
10086591,Regent's University London Limited,2021/2022,spain,25
10005500,Robert Gordon University,2021/2022,spain,50
10007776,Roehampton University,2021/2022,spain,15
10005523,Rose Bruford College of Theatre and Performance,2021/2022,spain,5
10007835,Royal Academy of Music,2021/2022,spain,20
10005545,Royal Agricultural University,2021/2022,spain,5
10007777,Royal College of Art,2021/2022,spain,15
10007778,Royal College of Music,2021/2022,spain,30
10005561,Royal Conservatoire of Scotland,2021/2022,spain,10
10005553,Royal Holloway and Bedford New College,2021/2022,spain,80
10007837,Royal Northern College of Music,2021/2022,spain,5
10007779,The Royal Veterinary College,2021/2022,spain,5
10007803,The University of St. Andrews,2021/2022,spain,50
10007782,"St George's, University of London",2021/2022,spain,5
10007843,"St Mary's University, Twickenham",2021/2022,spain,25
10007156,The University of Salford,2021/2022,spain,20
10007780,SOAS University of London,2021/2022,spain,45
10005700,SRUC,2021/2022,spain,5
10005790,Sheffield Hallam University,2021/2022,spain,30
10007157,The University of Sheffield,2021/2022,spain,75
10006022,Solent University,2021/2022,spain,85
10007158,The University of Southampton,2021/2022,spain,110
10006299,Staffordshire University,2021/2022,spain,10
10008098,Study Group,2021/2022,spain,5
10007804,The University of Stirling,2021/2022,spain,90
10037449,University of St Mark and St John,2021/2022,spain,5
10007805,The University of Strathclyde,2021/2022,spain,100
10014001,University of Suffolk,2021/2022,spain,10
10007159,The University of Sunderland,2021/2022,spain,20
10007160,The University of Surrey,2021/2022,spain,95
10007806,The University of Sussex,2021/2022,spain,145
10007855,Swansea University,2021/2022,spain,70
10007161,Teesside University,2021/2022,spain,10
10008017,Trinity Laban Conservatoire of Music and Dance,2021/2022,spain,20
10007858,University of Wales Trinity Saint David,2021/2022,spain,5
10007114,University of the Highlands and Islands,2021/2022,spain,15
10007807,Ulster University,2021/2022,spain,5
10039956,The University of Law,2021/2022,spain,15
10007784,University College London,2021/2022,spain,400
10007793,University of South Wales,2021/2022,spain,30
10007163,The University of Warwick,2021/2022,spain,275
10007164,"University of the West of England, Bristol",2021/2022,spain,120
10007800,The University of the West of Scotland,2021/2022,spain,30
10006566,The University of West London,2021/2022,spain,70
10007165,The University of Westminster,2021/2022,spain,110
10003614,The University of Winchester,2021/2022,spain,20
10007166,The University of Wolverhampton,2021/2022,spain,10
10007139,University of Worcester,2021/2022,spain,25
10007833,Wrexham University,2021/2022,spain,10
10007713,York St John University,2021/2022,spain,15
10007167,The University of York,2021/2022,spain,65
10008071,AA School of Architecture,2021/2022,sweden,5
10007783,The University of Aberdeen,2021/2022,sweden,95
10007849,Abertay University,2021/2022,sweden,15
10007856,Aberystwyth University,2021/2022,sweden,10
10000163,AECC University College,2021/2022,sweden,10
10000291,Anglia Ruskin University,2021/2022,sweden,5
10000381,Arts Educational Schools,2021/2022,sweden,5
10003212,Hult International Business School Ltd,2021/2022,sweden,25
10007759,Aston University,2021/2022,sweden,5
10007857,Bangor University,2021/2022,sweden,5
10000571,Bath Spa University,2021/2022,sweden,10
10007850,The University of Bath,2021/2022,sweden,15
10007152,University of Bedfordshire,2021/2022,sweden,5
10005343,Queen's University Belfast,2021/2022,sweden,5
10037544,BIMM University,2021/2022,sweden,70
10007760,Birkbeck College,2021/2022,sweden,15
10007140,Birmingham City University,2021/2022,sweden,10
10006840,The University of Birmingham,2021/2022,sweden,15
10006841,The University of Bolton,2021/2022,sweden,5
10000385,The Arts University Bournemouth,2021/2022,sweden,15
10000824,Bournemouth University,2021/2022,sweden,10
10031982,BPP University,2021/2022,sweden,5
10000886,The University of Brighton,2021/2022,sweden,15
10007786,The University of Bristol,2021/2022,sweden,25
10000961,Brunel University London,2021/2022,sweden,10
10007787,The University of Buckingham,2021/2022,sweden,5
10007788,The University of Cambridge,2021/2022,sweden,40
10001143,Canterbury Christ Church University,2021/2022,sweden,5
10007814,Cardiff University,2021/2022,sweden,15
10007141,The University of Central Lancashire,2021/2022,sweden,5
10007848,University of Chester,2021/2022,sweden,5
10001478,"City, University of London",2021/2022,sweden,30
10001653,Conservatoire for Dance and Drama,2021/2022,sweden,10
10001726,Coventry University,2021/2022,sweden,10
10007822,Cranfield University,2021/2022,sweden,5
10006427,University for the Creative Arts,2021/2022,sweden,10
10001883,De Montfort University,2021/2022,sweden,75
10007851,University of Derby,2021/2022,sweden,5
10007852,The University of Dundee,2021/2022,sweden,40
10007143,University of Durham,2021/2022,sweden,20
10007789,The University of East Anglia,2021/2022,sweden,5
10007144,The University of East London,2021/2022,sweden,5
10007823,Edge Hill University,2021/2022,sweden,5
10007772,Edinburgh Napier University,2021/2022,sweden,20
10007790,The University of Edinburgh,2021/2022,sweden,100
10007791,The University of Essex,2021/2022,sweden,30
10007792,The University of Exeter,2021/2022,sweden,25
10008640,Falmouth University,2021/2022,sweden,5
10045476,Met Film School Limited,2021/2022,sweden,5
10007762,Glasgow Caledonian University,2021/2022,sweden,20
10002681,Glasgow School of Art,2021/2022,sweden,20
10007794,The University of Glasgow,2021/2022,sweden,70
10002718,Goldsmiths College,2021/2022,sweden,25
10007146,The University of Greenwich,2021/2022,sweden,15
10007825,Guildhall School of Music and Drama,2021/2022,sweden,5
10007764,Heriot-Watt University,2021/2022,sweden,10
10007147,University of Hertfordshire,2021/2022,sweden,10
10007149,The University of Hull,2021/2022,sweden,5
10003270,"Imperial College of Science, Technology and Medicine",2021/2022,sweden,30
10035638,Institute of Contemporary Music Performance,2021/2022,sweden,15
10007767,Keele University,2021/2022,sweden,5
10007150,The University of Kent,2021/2022,sweden,15
10003645,King's College London,2021/2022,sweden,65
10003678,Kingston University,2021/2022,sweden,10
10007768,The University of Lancaster,2021/2022,sweden,10
10003854,Leeds Arts University,2021/2022,sweden,5
10003798,Le Cordon Bleu Limited,2021/2022,sweden,5
10007795,The University of Leeds,2021/2022,sweden,10
10007796,The University of Leicester,2021/2022,sweden,5
10006842,The University of Liverpool,2021/2022,sweden,15
10007162,"University of the Arts, London",2021/2022,sweden,70
10007769,London Business School,2021/2022,sweden,5
10004048,London Metropolitan University,2021/2022,sweden,15
10004078,London South Bank University,2021/2022,sweden,35
10004063,London School of Economics and Political Science,2021/2022,sweden,40
10004079,London Studio Centre,2021/2022,sweden,5
10004113,Loughborough University,2021/2022,sweden,15
10004180,The Manchester Metropolitan University,2021/2022,sweden,10
10007798,The University of Manchester,2021/2022,sweden,25
10009527,Istituto Marangoni Limited,2021/2022,sweden,10
10004351,Middlesex University,2021/2022,sweden,50
10023456,Newbold College,2021/2022,sweden,5
10007799,Newcastle University,2021/2022,sweden,10
10007138,The University of Northampton,2021/2022,sweden,5
10001282,University of Northumbria at Newcastle,2021/2022,sweden,5
10007154,University of Nottingham,2021/2022,sweden,10
10004797,The Nottingham Trent University,2021/2022,sweden,10
10007773,The Open University,2021/2022,sweden,5
10004930,Oxford Brookes University,2021/2022,sweden,20
10007774,The University of Oxford,2021/2022,sweden,55
10007801,University of Plymouth,2021/2022,sweden,10
10007155,The University of Portsmouth,2021/2022,sweden,40
10005337,"Queen Margaret University, Edinburgh",2021/2022,sweden,15
10007775,Queen Mary University of London,2021/2022,sweden,25
10005389,Ravensbourne University London,2021/2022,sweden,50
10005470,"Richmond, The American International University in London",2021/2022,sweden,20
10007802,The University of Reading,2021/2022,sweden,10
10086591,Regent's University London Limited,2021/2022,sweden,45
10005500,Robert Gordon University,2021/2022,sweden,15
10007776,Roehampton University,2021/2022,sweden,10
10005523,Rose Bruford College of Theatre and Performance,2021/2022,sweden,5
10007777,Royal College of Art,2021/2022,sweden,10
10007778,Royal College of Music,2021/2022,sweden,10
10005561,Royal Conservatoire of Scotland,2021/2022,sweden,5
10005553,Royal Holloway and Bedford New College,2021/2022,sweden,15
10007803,The University of St. Andrews,2021/2022,sweden,30
10007839,SAE Education Limited,2021/2022,sweden,5
10007843,"St Mary's University, Twickenham",2021/2022,sweden,5
10007156,The University of Salford,2021/2022,sweden,5
10007780,SOAS University of London,2021/2022,sweden,20
10005790,Sheffield Hallam University,2021/2022,sweden,5
10007157,The University of Sheffield,2021/2022,sweden,5
10006022,Solent University,2021/2022,sweden,35
10007158,The University of Southampton,2021/2022,sweden,10
10007804,The University of Stirling,2021/2022,sweden,40
10007805,The University of Strathclyde,2021/2022,sweden,15
10014001,University of Suffolk,2021/2022,sweden,5
10007159,The University of Sunderland,2021/2022,sweden,5
10007160,The University of Surrey,2021/2022,sweden,5
10007806,The University of Sussex,2021/2022,sweden,40
10007855,Swansea University,2021/2022,sweden,5
10007161,Teesside University,2021/2022,sweden,10
10008017,Trinity Laban Conservatoire of Music and Dance,2021/2022,sweden,5
10007858,University of Wales Trinity Saint David,2021/2022,sweden,5
10007114,University of the Highlands and Islands,2021/2022,sweden,5
10039956,The University of Law,2021/2022,sweden,10
10007784,University College London,2021/2022,sweden,80
10007793,University of South Wales,2021/2022,sweden,5
10007163,The University of Warwick,2021/2022,sweden,30
10007164,"University of the West of England, Bristol",2021/2022,sweden,15
10007800,The University of the West of Scotland,2021/2022,sweden,10
10006566,The University of West London,2021/2022,sweden,20
10007165,The University of Westminster,2021/2022,sweden,20
10007167,The University of York,2021/2022,sweden,15
10007814,Cardiff University,2021/2022,european_union_not_otherwise_specified,5
10001478,"City, University of London",2021/2022,european_union_not_otherwise_specified,10
10007772,Edinburgh Napier University,2021/2022,european_union_not_otherwise_specified,30
10007792,The University of Exeter,2021/2022,european_union_not_otherwise_specified,5
10002681,Glasgow School of Art,2021/2022,european_union_not_otherwise_specified,5
,Total,2021/2022,european_union_not_otherwise_specified,60
10008071,AA School of Architecture,2021/2022,total_european_union,100
10007783,The University of Aberdeen,2021/2022,total_european_union,0
10007849,Abertay University,2021/2022,total_european_union,435
10007856,Aberystwyth University,2021/2022,total_european_union,630
10067853,ACM Guildford Limited,2021/2022,total_european_union,35
10000163,AECC University College,2021/2022,total_european_union,130
10032036,Amity Global Education,2021/2022,total_european_union,0
10000291,Anglia Ruskin University,2021/2022,total_european_union,0
10005451,Arden University,2021/2022,total_european_union,15
10000381,Arts Educational Schools,2021/2022,total_european_union,25
10008899,The Ashridge (Bonar Law Memorial) Trust,2021/2022,total_european_union,40
10003212,Hult International Business School Ltd,2021/2022,total_european_union,645
10007759,Aston University,2021/2022,total_european_union,230
10007857,Bangor University,2021/2022,total_european_union,395
10000571,Bath Spa University,2021/2022,total_european_union,235
10007850,The University of Bath,2021/2022,total_european_union,0
10007152,University of Bedfordshire,2021/2022,total_european_union,0
10005343,Queen's University Belfast,2021/2022,total_european_union,0
10037544,BIMM University,2021/2022,total_european_union,595
10007760,Birkbeck College,2021/2022,total_european_union,555
10007140,Birmingham City University,2021/2022,total_european_union,505
10006840,The University of Birmingham,2021/2022,total_european_union,0
10000712,University College Birmingham,2021/2022,total_european_union,500
10007832,Birmingham Newman University,2021/2022,total_european_union,15
10000894,Bristol Baptist College,2021/2022,total_european_union,0
10007811,Bishop Grosseteste University,2021/2022,total_european_union,15
10004061,Bloomsbury Institute,2021/2022,total_european_union,5
10006841,The University of Bolton,2021/2022,total_european_union,185
10000385,The Arts University Bournemouth,2021/2022,total_european_union,235
10000824,Bournemouth University,2021/2022,total_european_union,415
10031982,BPP University,2021/2022,total_european_union,155
10007785,The University of Bradford,2021/2022,total_european_union,220
10000886,The University of Brighton,2021/2022,total_european_union,610
10000936,The University College of Osteopathy,2021/2022,total_european_union,15
10007786,The University of Bristol,2021/2022,total_european_union,0
10023464,Trinity College Bristol,2021/2022,total_european_union,0
10000961,Brunel University London,2021/2022,total_european_union,830
10000975,Buckinghamshire New University,2021/2022,total_european_union,520
10007787,The University of Buckingham,2021/2022,total_european_union,110
10010308,Cambridge Arts and Sciences Limited,2021/2022,total_european_union,15
10007788,The University of Cambridge,2021/2022,total_european_union,0
10032072,The Cambridge Theological Federation,2021/2022,total_european_union,0
10003324,The Institute of Cancer Research,2021/2022,total_european_union,15
10001143,Canterbury Christ Church University,2021/2022,total_european_union,315
10007814,Cardiff University,2021/2022,total_european_union,910
10007854,Cardiff Metropolitan University,2021/2022,total_european_union,160
10057213,CEG UFP Limited,2021/2022,total_european_union,0
10007141,The University of Central Lancashire,2021/2022,total_european_union,450
10024024,Central Film School London,2021/2022,total_european_union,10
10007848,University of Chester,2021/2022,total_european_union,135
10007137,The University of Chichester,2021/2022,total_european_union,85
10001546,The College of Integrated Chinese Medicine,2021/2022,total_european_union,0
10001478,"City, University of London",2021/2022,total_european_union,0
10007912,Cliff College,2021/2022,total_european_union,0
10066502,The College of Health Ltd,2021/2022,total_european_union,20
10001653,Conservatoire for Dance and Drama,2021/2022,total_european_union,155
10081618,The Council of the Inns of Court,2021/2022,total_european_union,5
10007761,Courtauld Institute of Art,2021/2022,total_european_union,75
10001726,Coventry University,2021/2022,total_european_union,0
10007822,Cranfield University,2021/2022,total_european_union,545
10006427,University for the Creative Arts,2021/2022,total_european_union,360
10007842,University of Cumbria,2021/2022,total_european_union,140
10026767,Dartington Hall Trust (The),2021/2022,total_european_union,15
10001883,De Montfort University,2021/2022,total_european_union,0
10007851,University of Derby,2021/2022,total_european_union,545
10007852,The University of Dundee,2021/2022,total_european_union,905
10007143,University of Durham,2021/2022,total_european_union,780
10007789,The University of East Anglia,2021/2022,total_european_union,535
10007144,The University of East London,2021/2022,total_european_union,345
10032282,The Queen's Foundation for Ecumenical Theological Education,2021/2022,total_european_union,0
10007823,Edge Hill University,2021/2022,total_european_union,75
10007772,Edinburgh Napier University,2021/2022,total_european_union,0
10007790,The University of Edinburgh,2021/2022,total_european_union,0
10042570,Escape Studios,2021/2022,total_european_union,40
10007791,The University of Essex,2021/2022,total_european_union,0
10002313,ESCP Europe Business School,2021/2022,total_european_union,490
10007792,The University of Exeter,2021/2022,total_european_union,0
10008640,Falmouth University,2021/2022,total_european_union,305
10045476,Met Film School Limited,2021/2022,total_european_union,105
10004511,The National Film and Television School,2021/2022,total_european_union,65
10038763,ForMission Ltd,2021/2022,total_european_union,0
10022087,Futureworks,2021/2022,total_european_union,15
10007762,Glasgow Caledonian University,2021/2022,total_european_union,665
10002681,Glasgow School of Art,2021/2022,total_european_union,220
10007794,The University of Glasgow,2021/2022,total_european_union,0
10007145,University of Gloucestershire,2021/2022,total_european_union,100
10002718,Goldsmiths College,2021/2022,total_european_union,600
10007146,The University of Greenwich,2021/2022,total_european_union,0
10007825,Guildhall School of Music and Drama,2021/2022,total_european_union,155
10040812,Harper Adams University,2021/2022,total_european_union,100
10080811,Hartpury University,2021/2022,total_european_union,80
10007764,Heriot-Watt University,2021/2022,total_european_union,685
10007147,University of Hertfordshire,2021/2022,total_european_union,785
10007148,The University of Huddersfield,2021/2022,total_european_union,350
10007149,The University of Hull,2021/2022,total_european_union,345
10003270,"Imperial College of Science, Technology and Medicine",2021/2022,total_european_union,0
10013220,Institute of Art - London Limited,2021/2022,total_european_union,40
10067388,The Institute of Ismaili Studies,2021/2022,total_european_union,0
10035638,Institute of Contemporary Music Performance,2021/2022,total_european_union,205
10082728,INTO University Partnerships Limited,2021/2022,total_european_union,0
10029682,The Islamic College,2021/2022,total_european_union,0
10082570,Kaplan International Colleges U.K. Limited,2021/2022,total_european_union,0
10021682,Kaplan Open Learning (Essex) Limited,2021/2022,total_european_union,0
10007767,Keele University,2021/2022,total_european_union,215
10007150,The University of Kent,2021/2022,total_european_union,925
10003645,King's College London,2021/2022,total_european_union,0
10003678,Kingston University,2021/2022,total_european_union,530
10003758,LAMDA Limited,2021/2022,total_european_union,25
10007768,The University of Lancaster,2021/2022,total_european_union,0
10066551,LCCM AU UK Limited,2021/2022,total_european_union,5
10003854,Leeds Arts University,2021/2022,total_european_union,50
10003861,Leeds Beckett University,2021/2022,total_european_union,315
10003798,Le Cordon Bleu Limited,2021/2022,total_european_union,45
10034449,Leeds Conservatoire,2021/2022,total_european_union,50
10007795,The University of Leeds,2021/2022,total_european_union,0
10003863,Leeds Trinity University,2021/2022,total_european_union,35
10082828,College of Legal Practice Limited,2021/2022,total_european_union,0
10007796,The University of Leicester,2021/2022,total_european_union,500
